,Unnamed: 0.1,Unnamed: 0,Sno,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,State Description,longitude,latitude,loc_clusters,img,Season,Season Code
296,296,296,296,Eastern,Jharkhand,Deoghar,Baba Baidyanath Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,Yes,1.8,All,"Rich in minerals, forests, and wildlife sanctuaries.",86.60673245,24.4766423,11.0,https://tse4.mm.bing.net/th?id=OIP.8zozYB3ZKXBT1-5Hrpf7qQHaE5&pid=Api&P=0&w=300&h=300,All Year,A
297,297,297,297,Eastern,Jharkhand,Ranchi,Pahari Mandir,Temple,Unknown,1.0,4.6,0,Yes,,Religious,Yes,0.13,All,"Rich in minerals, forests, and wildlife sanctuaries.",85.3250387,23.3700501,4.0,https://tse1.mm.bing.net/th?id=OIP.JtIv5nitUVMoA6u-Fbuo6QHaE6&pid=Api&P=0&w=300&h=300,All Year,A
298,298,298,298,Eastern,Bihar,Bodh Gaya,Mahabodhi Temple,Temple,-260,1.5,4.7,0,Yes,,Religious,Yes,0.2,All,Rich in ancient history with landmarks like Bodh Gaya and Nalanda.,84.9937642,24.6962612,11.0,https://tse2.mm.bing.net/th?id=OIP.OxVjglTcS5Bmbi94OfL1TQHaE8&pid=Api&P=0&w=300&h=300,All Year,A
299,299,299,299,Eastern,Bihar,Patna,Sanjay Gandhi Biological Park,Zoo,Unknown,2.5,4.3,30,Yes,,Wildlife,Yes,0.5,All,Rich in ancient history with landmarks like Bodh Gaya and Nalanda.,85.1235252,25.6093239,16.0,https://tse4.mm.bing.net/th?id=OIP.mDoD2VqqNVJpP0r9PhuRTgAAAA&pid=Api&P=0&w=300&h=300,All Year,A
300,300,300,300,Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,1.0,4.7,0,Yes,,Religious,Yes,0.25,All,Rich in ancient history with landmarks like Bodh Gaya and Nalanda.,85.1235252,25.6093239,16.0,https://tse3.mm.bing.net/th?id=OIP.pJ0oV__GizXJwdluiiISowHaEY&pid=Api&P=0&w=300&h=300,All Year,A
301,301,301,301,Eastern,Bihar,Patna,Budhha Smriti Park,Park,Unknown,1.0,4.4,10,Yes,,Cultural,Yes,0.31,All,Rich in ancient history with landmarks like Bodh Gaya and Nalanda.,85.1235252,25.6093239,16.0,https://tse4.mm.bing.net/th?id=OIP.VWzTPmRTpM5n64RhlFW_PQHaE8&pid=Api&P=0&w=300&h=300,All Year,A
302,302,302,302,Northern,Haryana,Gurugram,Kingdom of Dreams,Entertainment,2010,3.0,4.4,1100,Yes,Monday,Entertainment,Yes,0.3,Afternoon,Known for its rich agricultural land and historic sites.,77.0299194,28.4646148,3.0,https://tse2.mm.bing.net/th?id=OIP.uK7bfGqe6v_cwHPLYb09rgHaE7&pid=Api&P=0&w=300&h=300,All Year,A
303,303,303,303,Northern,Haryana,Gurugram,Ambience Mall,Mall,Unknown,2.0,4.6,0,Yes,,Shopping,Yes,1.2,Afternoon,Known for its rich agricultural land and historic sites.,77.0299194,28.4646148,3.0,https://tse1.mm.bing.net/th?id=OIP.kBjccwTQqIbeTfCSbvsSfQHaD4&pid=Api&P=0&w=300&h=300,All Year,A
304,304,304,304,Northern,Haryana,Gurugram,DLF CyberHub,Commercial Complex,Unknown,2.0,4.7,0,Yes,,Entertainment,Yes,0.71,Afternoon,Known for its rich agricultural land and historic sites.,77.0299194,28.4646148,3.0,https://tse2.mm.bing.net/th?id=OIP.8aRzo1h533WJNdz81DzSjgHaEK&pid=Api&P=0&w=300&h=300,All Year,A
305,305,305,305,Northern,Delhi,New Delhi,Gurudwara Bangla Sahib,Gurudwara,Unknown,1.0,4.8,0,Yes,,Religious,Yes,1.05,All,The capital city with a mix of ancient and modern attractions.,77.2217499,28.6419258,3.0,https://tse1.mm.bing.net/th?id=OIP.u-jaWcwuLKjGRJQgLIEXJgHaJQ&pid=Api&P=0&w=300&h=300,All Year,A
306,306,306,306,Northern,Uttarakhand,Kedarnath,Kedarnath,Temple,Unknown,1.5,4.8,0,No,,Religious,No,2.0,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,79.0673204,30.7345609,9.0,https://tse3.mm.bing.net/th?id=OIP.PlFv6kTvqvbk5yVUJEngcwHaHa&pid=Api&P=0&w=300&h=300,All Year,A
307,307,307,307,Central,Uttar Pradesh,Noida,DLF Mall of India,Mall,2016,2.0,4.6,0,Yes,,Shopping,Yes,1.5,All,Home to the Taj Mahal and sacred cities like Varanasi.,77.3272147,28.5706333,3.0,https://tse4.mm.bing.net/th?id=OIP.ubBUmqSG3GIRSwzPs8M7KwHaEK&pid=Api&P=0&w=300&h=300,All Year,A
308,308,308,308,Central,Uttar Pradesh,Greater Noida,The Grand Venice Mall,Mall,Unknown,2.0,4.2,0,Yes,,Shopping,Yes,0.45,All,Home to the Taj Mahal and sacred cities like Varanasi.,77.5137649,28.4670734,3.0,https://tse3.mm.bing.net/th?id=OIP.uJcsAqUZNgFdto2BMKDdxwHaD4&pid=Api&P=0&w=300&h=300,All Year,A
309,309,309,309,Southern,Karnataka,Bengaluru,Wonderla Amusement Park,Amusement Park,2005,4.0,4.5,890,Yes,,Entertainment,Yes,0.95,All,"Known for its IT hub Bengaluru, heritage sites, and coffee plantations.",77.590082,12.9767936,18.0,https://tse4.mm.bing.net/th?id=OIP.IYvdedPyJECL3hU3fvpZXgHaEK&pid=Api&P=0&w=300&h=300,All Year,A
310,310,310,310,Eastern,Odisha,Bhubaneswar,Nandankanan Zoological Park,Zoo,1960,3.0,4.4,50,Yes,Monday,Wildlife,Yes,0.81,Afternoon,"Known for its temples, especially the Sun Temple at Konark.",85.8394521,20.2602964,7.0,https://tse4.mm.bing.net/th?id=OIP.Ve0ndAssCFOqq9Wrhq_6JQHaDE&pid=Api&P=0&w=300&h=300,Monsoon,M
311,311,311,311,Southern,Karnataka,Bengaluru,Orion Mall,Mall,2012,2.0,4.5,0,Yes,,Shopping,Yes,1.8,All,"Known for its IT hub Bengaluru, heritage sites, and coffee plantations.",77.590082,12.9767936,18.0,https://tse1.mm.bing.net/th?id=OIP.eYDg5gReH42zjtG8-drrqgHaE8&pid=Api&P=0&w=300&h=300,All Year,A
312,312,312,312,Southern,Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,2.0,4.5,0,Yes,,Shopping,Yes,1.2,All,Home to historic Hyderabad and the Charminar.,78.4740613,17.360589,0.0,https://tse2.mm.bing.net/th?id=OIP.7AC0rmB09K5Hbhpb5FMGUAHaDf&pid=Api&P=0&w=300&h=300,All Year,A
313,313,313,313,Northern,Delhi,New Delhi,Jama Masjid,Mosque,1656,1.0,4.5,0,Yes,,Historical,Yes,0.49,All,The capital city with a mix of ancient and modern attractions.,77.2217499,28.6419258,3.0,https://tse3.mm.bing.net/th?id=OIP.PubnOHi02hrjbtoLs1KmgwHaE8&pid=Api&P=0&w=300&h=300,All Year,A
314,314,314,314,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,Unknown,1.5,4.7,0,Yes,,Religious,No,0.1,All,Famous for its Dravidian temples and cultural heritage.,79.3125553,9.2844657,13.0,https://tse1.mm.bing.net/th?id=OIP.CVpvprwI4oyEQ9iU0UFcNAHaFj&pid=Api&P=0&w=300&h=300,All Year,A
315,315,315,315,Central,Uttar Pradesh,Greater Noida,Buddh International Circuit,Race Track,2011,2.0,4.6,1500,Yes,Sunday,Sports,Yes,7.4,All,Home to the Taj Mahal and sacred cities like Varanasi.,77.5137649,28.4670734,3.0,https://tse2.mm.bing.net/th?id=OIP.WQzsdgWPlZ0z4aujCZVAEwHaE8&pid=Api&P=0&w=300&h=300,All Year,A
316,316,316,316,Central,Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2020,2.0,4.6,0,Yes,,Shopping,Yes,0.35,All,Home to the Taj Mahal and sacred cities like Varanasi.,80.9346001,26.8381,1.0,https://tse1.mm.bing.net/th?id=OIP.68EVd3FqK3V9WgAmDSW0JwHaFj&pid=Api&P=0&w=300&h=300,Winter,W
317,317,317,317,Southern,Kerala,Kochi,LuLu International Shopping Mall,Mall,2013,3.0,4.6,0,Yes,,Shopping,Yes,1.9,All,"Famous for its backwaters, beaches, and Ayurvedic treatments.",76.2454436,9.9674277,5.0,https://tse1.mm.bing.net/th?id=OIP.fNnVWq3yF3hNcsyGBug3GQHaEN&pid=Api&P=0&w=300&h=300,Monsoon,M
318,318,318,318,Northern,Delhi,New Delhi,Rail Museum,Museum,1977,2.0,4.4,50,Yes,Monday,Cultural,Yes,0.24,Morning,The capital city with a mix of ancient and modern attractions.,77.2217499,28.6419258,3.0,https://tse4.mm.bing.net/th?id=OIP.3btF9xUlFZKt62zZEEKZqwHaGP&pid=Api&P=0&w=300&h=300,All Year,A
319,319,319,319,North Eastern,Meghalaya,Cherrapunji,Living Root Bridge,Natural Feature,Unknown,2.0,4.6,0,No,,Nature,Yes,0.06,Morning,"Known for its hills, caves, and high rainfall.",91.7292416,25.2777336,16.0,https://tse4.mm.bing.net/th?id=OIP.L--V1dEmWFISf1a7mLg2wQHaE8&pid=Api&P=0&w=300&h=300,Monsoon,M
320,320,320,320,Western,Gujarat,Gandhinagar,Akshardham,Temple,1992,3.0,4.6,0,Yes,Monday,Religious,No,0.18,All,"Home to the Gir National Park, temples, and the Rann of Kutch.",72.6492267,23.2232877,4.0,https://tse4.mm.bing.net/th?id=OIP.uS-qKHFDut6ASjuJdiGRCgHaET&pid=Api&P=0&w=300&h=300,All Year,A
321,321,321,321,Central,Uttar Pradesh,Agra,Agra Fort,Fort,1565,2.0,4.5,40,Yes,,Historical,Yes,1.3,Afternoon,Home to the Taj Mahal and sacred cities like Varanasi.,78.0098161,27.1752554,1.0,https://tse2.mm.bing.net/th?id=OIP.lRTfW7Fr7wNWGxpePDCWgQAAAA&pid=Api&P=0&w=300&h=300,Winter,W
322,322,322,322,Central,Madhya Pradesh,Bhopal,Madhya Pradesh Tribal Museum,Museum,2013,2.0,4.7,10,Yes,Monday,Cultural,Yes,0.15,All,"Heart of India with temples, forts, and wildlife parks.",77.401989,23.2584857,4.0,https://tse1.mm.bing.net/th?id=OIP.OWW52mc79L8tPpeqCSbLdwHaDt&pid=Api&P=0&w=300&h=300,Winter,W
323,323,323,323,Northern,Rajasthan,Jaipur,City Palace,Palace,1727,2.0,4.4,200,Yes,,Historical,Yes,0.51,Morning,"Desert state famous for its palaces, forts, and rich culture.",75.8189817,26.9154576,1.0,https://tse1.mm.bing.net/th?id=OIP.EMi7uSkMCHMngMZmUMmaBAHaE8&pid=Api&P=0&w=300&h=300,Winter,W
324,324,324,324,Northern,Rajasthan,Jaipur,Albert Hall Museum,Museum,1887,2.0,4.5,200,Yes,,Historical,Yes,0.63,All,"Desert state famous for its palaces, forts, and rich culture.",75.8189817,26.9154576,1.0,https://tse3.mm.bing.net/th?id=OIP.UzpZ3QoaHykz55gLRGyEZwHaE8&pid=Api&P=0&w=300&h=300,Winter,W
