,Unnamed: 0,Sno,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,State Description,longitude,latitude,loc_clusters,img,,,,,,,,,,,,,,,,,,,,,name,,,,,latitude,,longitude
231,231,231,Eastern,Odisha,Chilika,Chilika Lake,Lake,Unknown,2,3.9,0,Yes,,Nature,Yes,0.1,Morning,"Known for its temples, especially the Sun Temple at Konark.",80.2385,23.3132,22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDTpAa62paJ2P5BJpAED99LziXCAxoYqpFbselPCID4qkPgeJ5geqtsI_qyg&s,,,,,,,,,,,,,,,,,,,,,Chilika Lake,,,,,,,
232,232,232,Eastern,Odisha,Berhampur,Tara Tarini Temple,Temple,Ancient,1,4.6,0,Yes,,Religious,No,0.01,All,"Known for its temples, especially the Sun Temple at Konark.",79.811,23.2151,21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWHiNzEEir62DpiRNLzy2vCY456HkOpiGCg7qiE2Z8Ez4BXem8Dh--7L2PLQ&s,,,,,,,,,,,,,,,,,,,,,Tara Tarini Temple,,,,,,,
233,233,233,Eastern,Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,Unknown,1,4.3,0,No,,Nature,Yes,0.018,Morning,"Known for its temples, especially the Sun Temple at Konark.",82.664,23.1631,21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4Qf8daJtUxD8eskkB4StcpfMRZIbiPUIf_I6-plNok7JGHcl9RZJjtZGd6Q&s,,,,,,,,,,,,,,,,,,,,,Badaghagara Waterfall,,,,,,,
234,234,234,Eastern,Odisha,Balasore,Chandipur Beach,Beach,Unknown,1.5,4.2,0,Yes,,Recreational,Yes,0.014,Morning,"Known for its temples, especially the Sun Temple at Konark.",81.8492,23.0666,21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvDMtFL3YsGUxscIjV6vWa1g7XIWdddVikX1tb2t17e9Zdt1E38_g40OYouoY&s,,,,,,,,,,,,,,,,,,,,,Chandipur Beach,,,,,,,
235,235,235,Eastern,Odisha,Kendujhar,Sanaghagara Waterfall,Waterfall,Unknown,1,4.4,0,No,,Nature,Yes,0.055,All,"Known for its temples, especially the Sun Temple at Konark.",79.9057,23.1878,21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQu4T3KUtruNDcU0R4fqxQSgoKgcD3P8_hAlcqOMVPkwaUhP160yg9_d-YJZQ&s,,,,,,,,,,,,,,,,,,,,,Sanaghagara Waterfall,,,,,,,
236,236,236,Southern,Tamil Nadu,Chennai,Marina Beach,Beach,Unknown,1.5,3.9,0,Yes,,Recreational,Yes,0.1,Morning,Famous for its Dravidian temples and cultural heritage.,77.3074,23.2648,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUmY93MzKkHm5-dwRe6oeSL_Ow9DI6ol04yLsALFEy4zc0r1a36WOeOBrU4kE&s,,,,,,,,,,,,,,,,,,,,,Marina Beach,,,,,,,
237,237,237,Southern,Tamil Nadu,Madurai,Meenakshi Amman Temple,Temple,6th century AD,2,4.7,0,Yes,,Religious,No,0.65,All,Famous for its Dravidian temples and cultural heritage.,77.0137,23.2288,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcg3cDw-VaeLp6383HqntpP3scjvygcX8WE8p4dBS43kACRy1RcAMH_4aT6Q&s,,,,,,,,,,,,,,,,,,,,,Meenakshi Amman Temple,,,,,,,
238,238,238,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,12th century,1.5,4.6,0,No,,Religious,No,0.01,All,Famous for its Dravidian temples and cultural heritage.,80.1164,23.0647,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxO2l0oYAVAgVZoJPjwkw0hFMDUIOlw4TjPs7olg_PYjW93TQu1Xfg-N8uGw&s,,,,,,,,,,,,,,,,,,,,,Ramanathaswamy Temple,,,,,,,
239,239,239,Southern,Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,Memorial,1970,1,4.6,20,Yes,,Historical,No,0.47,Morning,Famous for its Dravidian temples and cultural heritage.,77.0141,23.3798,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdRGpL_HiIFOVg3HjYMgsM983DUAoqAzoP88txnPjDmbTks2F2EA9dmwjDKw&s,,,,,,,,,,,,,,,,,,,,,Vivekananda Rock Memorial,,,,,,,
240,240,240,Southern,Tamil Nadu,Ooty,Ooty Lake,Lake,1824,1,4.1,10,Yes,,Recreational,Yes,0.61,Morning,Famous for its Dravidian temples and cultural heritage.,74.7782,23.704,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvQVBoPUEbqNfK88Stze57BpI8ILWKDNH3raSCdmKgBPgFLBp_IJGWoUkTKhk&s,,,,,,,,,,,,,,,,,,,,,Ooty Lake,,,,,,,
241,241,241,Southern,Tamil Nadu,Coimbatore,Marudamalai Temple,Temple,12th century,1,4.7,0,Yes,,Religious,No,0.3,All,Famous for its Dravidian temples and cultural heritage.,74.4572,23.4361,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIKLx468mnRvKdWTIB4TlMb3c2pvzjEfdGOcxbHws41CwsNDmcpr5rd9qTUg&s,,,,,,,,,,,,,,,,,,,,,Marudamalai Temple,,,,,,,
242,242,242,Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,1863,2,3.9,0,No,,Recreational,Yes,0.1,Morning,Famous for its Dravidian temples and cultural heritage.,77.0219,23.1671,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMfshKd8NzVT_4AHaM77p2TLcMbW6ok69-RYjuNU987M6JmdosGM9HrEK1yHo&s,,,,,,,,,,,,,,,,,,,,,Kodaikanal Lake,,,,,,,
243,243,243,Southern,Tamil Nadu,Thanjavur,Brihadeeswarar Temple,Temple,110,1.5,4.8,0,Yes,,Religious,No,0.35,All,Famous for its Dravidian temples and cultural heritage.,77.509,23.109,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLNkvBZu0HFXyLOFrGMjIK5X4ZJYqWcB_kqMXSi3GSWw-q4rdZwk6YorpY4w&s,,,,,,,,,,,,,,,,,,,,,Brihadeeswarar Temple,,,,,,,
244,244,244,Southern,Tamil Nadu,Mahabalipuram,Shore Temple,Temple,7th century,1,4.6,40,Yes,,Historical,No,0.09,All,Famous for its Dravidian temples and cultural heritage.,76.28,23.1415,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSWYFRTeyCYoXXTbhxvl8FmAaqMzQEq6rvDBvMz5TX0BlIkURphkpx9xCKd0o&s,,,,,,,,,,,,,,,,,,,,,Shore Temple,,,,,,,
245,245,245,Southern,Tamil Nadu,Yercaud,Yercaud Lake,Lake,Unknown,1,4.2,0,No,,Recreational,Yes,0.019,Morning,Famous for its Dravidian temples and cultural heritage.,76.6914,23.2168,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSL1xZUT6YwIuD7-VbLaed6SnqU-pyoncQTYhD-BonKqG0asEUJ9cFWMymkkD4&s,,,,,,,,,,,,,,,,,,,,,Yercaud Lake,,,,,,,
246,246,246,Southern,Tamil Nadu,Tirunelveli,Nellaiappar Temple,Temple,7th century,1,4.6,0,Yes,,Religious,No,0.16,All,Famous for its Dravidian temples and cultural heritage.,77.6724,23.1383,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTybZq7dXX7mK0Oa3JKvAtWXwqlYM1pfG64-IeEowuE5usWUBirQzaJCBAsQGI&s,,,,,,,,,,,,,,,,,,,,,Nellaiappar Temple,,,,,,,
247,247,247,Southern,Tamil Nadu,Chidambaram,Nataraja Temple,Temple,10th century,1,4.7,0,Yes,,Religious,No,0.28,All,Famous for its Dravidian temples and cultural heritage.,77.6422,23.0813,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5tP1a0fud1A-B5bs8jzULGUltH0yWPT7ZpW8OScF7-Hhg3_3fwN-U39kjRmk&s,,,,,,,,,,,,,,,,,,,,,Nataraja Temple,,,,,,,
248,248,248,Southern,Andhra Pradesh,Vijayawada,Kanaka Durga Temple,Temple,Unknown,1,4.7,0,Yes,,Religious,No,0.44,All,"Known for its sacred temples, beaches, and spicy cuisine.",76.6473,23.1217,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_GS1wcTiw8WnKM4BVf0uvPiN5WGTk_oJ3Ay9nAW76CKafb8CI-EIOT_WcqQk&s,,,,,,,,,,,,,,,,,,,,,Kanaka Durga Temple,,,,,,,
249,249,249,Southern,Andhra Pradesh,Visakhapatnam,Rishikonda Beach,Beach,Unknown,1.5,4.5,0,Yes,,Recreational,Yes,0.39,Morning,"Known for its sacred temples, beaches, and spicy cuisine.",80.8702,23.0328,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRY9nU_IrbQNub9lId9k2fu2k3-d0ot8PJD2Akscwx4y9Eu1_i6HcbbxGaxn3Q&s,,,,,,,,,,,,,,,,,,,,,Rishikonda Beach,,,,,,,
250,250,250,Southern,Andhra Pradesh,Srisailam,Mallikarjuna Swamy Temple,Temple,14th century,1,4.7,0,No,,Religious,No,0.49,All,"Known for its sacred temples, beaches, and spicy cuisine.",77.4582,23.222,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOefolqpOWXQmw_mJBN2IMeZRVHBOWKGmSZYpF20kCMDz65HyPIUAdtD9Lt7Y&s,,,,,,,,,,,,,,,,,,,,,Mallikarjuna Swamy Temple,,,,,,,
251,251,251,Southern,Andhra Pradesh,Rajahmundry,Papikondalu,Hill,Unknown,2,4.3,0,Yes,,Nature,Yes,0.032,All,"Known for its sacred temples, beaches, and spicy cuisine.",77.9325,23.1432,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTn_Osb90qHDC5wb-6lI6IMwmI05AZM4Vr-HXY7gHiLLqMLYNSPSgQO4mI7bKY&s,,,,,,,,,,,,,,,,,,,,,Papikondalu,,,,,,,
252,252,252,Southern,Andhra Pradesh,Anantapur,Lepakshi,Site,16th century,1.5,4.6,0,No,,Historical,Yes,0.075,All,"Known for its sacred temples, beaches, and spicy cuisine.",80.4282,23.3961,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6c7ePoXOeSgsI4sjOwdiOsH-fiMwOvufnpWdRJRJTAdslZdcS8zjU6SO79Bs&s,,,,,,,,,,,,,,,,,,,,,Lepakshi,,,,,,,
253,253,253,Southern,Andhra Pradesh,Kurnool,Belum Caves,Cave,Unknown,1.5,4.4,65,Yes,,Natural Wonder,Yes,0.11,Afternoon,"Known for its sacred temples, beaches, and spicy cuisine.",80.1233,23.0785,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkqwpgow836dedhU0UiFdI901kmEHbC51yNTDVRaObQ0kR3OdPmT2JHRAdVrg&s,,,,,,,,,,,,,,,,,,,,,Belum Caves,,,,,,,
254,254,254,Southern,Andhra Pradesh,Amravati,Amaravathi Temple,Temple,Unknown,1,4.7,0,Yes,,Religious,No,0.041,All,"Known for its sacred temples, beaches, and spicy cuisine.",78.7889,23.0418,21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThuL55Mdv1sJJNF-q8BRjg0UXfS5cadTgiizZ37qzlJ5b5_aq7_nwG0HQFi5E&s,,,,,,,,,,,,,,,,,,,,,Amaravathi Temple,,,,,,,
255,255,255,Southern,Andhra Pradesh,Guntur,Uppalapadu Bird Sanctuary,Bird Sanctuary,Unknown,1,4.4,10,Yes,,Wildlife,Yes,0.7,All,"Known for its sacred temples, beaches, and spicy cuisine.",76.7998,23.1963,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQF6NSggIYDqu83CVheA3sdRaXZ0MWi5-HQFvxkv7ahoQjTNUJhMWExIuKZpg&s,,,,,,,,,,,,,,,,,,,,,Uppalapadu Bird Sanctuary,,,,,,,
256,256,256,Southern,Andhra Pradesh,Kadapa,Gandikota Fort,Fort,12th century,1.5,4.5,0,No,,Historical,Yes,0.015,Morning,"Known for its sacred temples, beaches, and spicy cuisine.",75.5994,23.3271,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSN5aD7LWlURDE3bOV0T6nbxLmlcLqm5mE0Sm5a5fNFl2hm7b2O2vqGjJjCIHY&s,,,,,,,,,,,,,,,,,,,,,Gandikota Fort,,,,,,,
257,257,257,Southern,Andhra Pradesh,Puttaparthi,Prasanthi Nilayam,Spiritual Center,1950,1,4.7,0,Yes,,Religious,Yes,0.12,All,"Known for its sacred temples, beaches, and spicy cuisine.",74.7185,23.3205,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFY5hxSbHTrCxZYndsI3AUzbTLVw1v0sx6vtuygPCj9Z9oiVoFCV1hoYhG-A&s,,,,,,,,,,,,,,,,,,,,,Prasanthi Nilayam,,,,,,,
258,258,258,Southern,Andhra Pradesh,Vizianagaram,Simhachalam Temple,Temple,198,1,4.7,0,Yes,,Religious,No,0.59,All,"Known for its sacred temples, beaches, and spicy cuisine.",78.217,23.3858,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgm_NXyA3TAw2FwZ0hZ8Hfj9x6-YmbMTvBjK7c6VzsvUGfDTtIiCwblOq6n_g&s,,,,,,,,,,,,,,,,,,,,,Simhachalam Temple,,,,,,,
259,259,259,Southern,Andhra Pradesh,Visakhapatnam,Kailasagiri,Hill,Unknown,2,4.5,0,Yes,,Recreational,Yes,0.019,All,"Known for its sacred temples, beaches, and spicy cuisine.",78.053,23.1928,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVwkD8Rr2BK1cQwAonhhhSUXqU5ehvUg_k0Y0xyCm2ESqWwwmkds9uDrdpgAM&s,,,,,,,,,,,,,,,,,,,,,Kailasagiri,,,,,,,
260,260,260,Southern,Andhra Pradesh,Visakhapatnam,Submarine Museum,Museum,22,1,4.6,40,Yes,,Historical,Yes,0.49,All,"Known for its sacred temples, beaches, and spicy cuisine.",78.1929,23.4012,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAlG92_mbiU9_6sM6xM6xPjV8idBf_WmnyJ1qOq5vXh-SSWrVCEjCJmgBRQYI&s,,,,,,,,,,,,,,,,,,,,,Submarine Museum,,,,,,,
261,261,261,Southern,Andhra Pradesh,Visakhapatnam,Borra Caves,Cave,Unknown,2,4.5,60,No,,Natural Wonder,Yes,0.31,Afternoon,"Known for its sacred temples, beaches, and spicy cuisine.",79.2435,23.192,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQawRP1kN2QSdjraEt0DRG9CFxpTfVMyy9l5KjacHyM_6Ifi1iPzjAT1Gs_Eg&s,,,,,,,,,,,,,,,,,,,,,Borra Caves,,,,,,,
262,262,262,Southern,Andhra Pradesh,Visakhapatnam,War Memorial,War Memorial,Unknown,1,4.6,0,Yes,,Historical,Yes,0.059,All,"Known for its sacred temples, beaches, and spicy cuisine.",78.187,23.0225,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOQ4kkhSNmk4bZgruzJM9v2m1fO57Kv6TZl9jucGRCjZPwdYxFuzUS01H-xA&s,,,,,,,,,,,,,,,,,,,,,War Memorial,,,,,,,
263,263,263,Southern,Andhra Pradesh,Visakhapatnam,Indira Gandhi Zoological Park,Zoo,1977,2,4.1,20,Yes,Monday,Wildlife,Yes,0.25,Afternoon,"Known for its sacred temples, beaches, and spicy cuisine.",78.1897,23.0431,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_bxOM6mrywTaHZYKDNOvgrMgucJmcZ8hfP_d5Tm2o0PndmHBHjMy0VU0A3Q&s,,,,,,,,,,,,,,,,,,,,,Indira Gandhi Zoological Park,,,,,,,
264,264,264,Southern,Andhra Pradesh,Visakhapatnam,Matsyadarshini Aquarium,Aquarium,Unknown,1,3.8,20,Yes,,Recreational,Yes,0.03,All,"Known for its sacred temples, beaches, and spicy cuisine.",79.0364,23.1133,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUh5u5cLsS0mAZwmvTwseDNbwhXLe8ai6zMIbongdgrLFLzTE4Y0BI5Kr-Gw&s,,,,,,,,,,,,,,,,,,,,,Matsyadarshini Aquarium,,,,,,,
265,265,265,Southern,Andhra Pradesh,Visakhapatnam,Visakha Museum,Museum,1991,1,4.3,10,Yes,,Cultural,Yes,0.065,All,"Known for its sacred temples, beaches, and spicy cuisine.",78.8034,23.0815,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQaRr3HOCX3M7kZSrYC2JKRm_zNaRtTB18daGPrVRbea_U4DVPw4zLfq3IEyg&s,,,,,,,,,,,,,,,,,,,,,Visakha Museum,,,,,,,
266,266,266,Eastern,Sikkim,Gangtok,Nathula Pass,Hill,Unknown,2,4.3,20,Yes,,Historical,Yes,0.15,Afternoon,Known for its stunning landscapes and Buddhist monasteries.,77.0296,23.0511,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSn0ViYpkFVZz9ulstDmTJy7Akq1fJBaDOZx_D0YSpAgg5LpEOUfYuoPObFWw&s,,,,,,,,,,,,,,,,,,,,,Nathula Pass,,,,,,,
267,267,267,Eastern,Sikkim,Pelling,Pemayangtse Monastery,Monastery,1705,1,4.6,20,No,,Religious,No,0.015,Morning,Known for its stunning landscapes and Buddhist monasteries.,78.1798,23.0553,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsA40rpLWIo2fcp2NNFWup-zWJdSH7id5RG6sOdKjIld98VcHTHEwOvTC8q6w&s,,,,,,,,,,,,,,,,,,,,,Pemayangtse Monastery,,,,,,,
268,268,268,Eastern,Sikkim,Namchi,Char Dham,Religious Complex,211,2,4.7,50,Yes,,Religious,No,0.12,All,Known for its stunning landscapes and Buddhist monasteries.,78.0897,23.2225,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuR-yca9Cja69HsKnpcnoXGbGrt1sxG82lZ8UVcoirQPRDg8BoLq3Yv-MdeQ&s,,,,,,,,,,,,,,,,,,,,,Char Dham,,,,,,,
269,269,269,Eastern,Sikkim,Gangtok,Rumtek Monastery,Monastery,1960s,1,4.6,10,Yes,,Religious,No,0.035,Morning,Known for its stunning landscapes and Buddhist monasteries.,78.0757,23.4178,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3tiGp2Ed1ccoo2oSOIkHM08kbWSeRhOxZfSJz7wrnM5H_2siDd-8Bl3o3fEE&s,,,,,,,,,,,,,,,,,,,,,Rumtek Monastery,,,,,,,
270,270,270,Eastern,Sikkim,Ravangla,Buddha Park,Park,213,1,4.8,50,Yes,,Cultural,Yes,0.1,All,Known for its stunning landscapes and Buddhist monasteries.,79.2928,23.1238,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTksva_9PuylcJ0OW5pL0Nm59AkhgkuZPjHuUpDtLDgE4HyWyx4z5qznz_7oAE&s,,,,,,,,,,,,,,,,,,,,,Buddha Park,,,,,,,
271,271,271,Eastern,Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1967,1,4.7,0,Yes,,Religious,No,0.075,All,Known for its stunning landscapes and Buddhist monasteries.,78.144,23.1674,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhqLtUSqCJCeOlzLHJzSFf-E_ELRQU1y7C-gIg2kR_PX7MvEVRj2SB-GCkGZs&s,,,,,,,,,,,,,,,,,,,,,Baba Harbhajan Singh Temple,,,,,,,
272,272,272,Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,2,4.5,0,Yes,,Nature,Yes,0.15,Morning,Known for its stunning landscapes and Buddhist monasteries.,78.1179,23.2,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnhymTZfc9A0OJnSyAEOSqheQUaVphSp0HETjlMUAtfIn2Qbg0d7nsjsuzE3U&s,,,,,,,,,,,,,,,,,,,,,Tsomgo Lake,,,,,,,
273,273,273,North Eastern,Assam,Guwahati,Kamakhya Temple,Temple,Unknown,2,4.6,0,Yes,,Religious,No,0.21,All,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",78.1162,23.2323,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBNZCwLLR7fNP56Yq3eSbJQf3H9lnB7WrXWLuTgE9nyd0YM9PQNlChrkMOdSk&s,,,,,,,,,,,,,,,,,,,,,Kamakhya Temple,,,,,,,
274,274,274,North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,1905,3,4.5,650,No,,Wildlife,No,0.068,Morning,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",78.2882,23.2323,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXetQ8sJQRHt-kVw9Tu1xp1GsKe1Q2RtF34dOFkFgHOT2i66o8Rdr5MsCYET8&s,,,,,,,,,,,,,,,,,,,,,Kaziranga National Park,,,,,,,
275,275,275,North Eastern,Assam,Guwahati,Umananda Island,Island,Unknown,1,4.1,0,Yes,,Nature,Yes,0.01,Morning,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",79.0098,23.209,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2YCNsNsZlSgWKqhsGdVe5izol7bs-yXciw2fXYmjygXzTvTnid8hI1BYd4A&s,,,,,,,,,,,,,,,,,,,,,Umananda Island,,,,,,,
276,276,276,North Eastern,Assam,Sivasagar,Sivasagar Sivadol,Temple,1734,1,4.7,0,No,,Historical,Yes,0.065,All,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",79.263,23.2085,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9tR6CYc2S130hR9HS1-ee3ZCrhux9eYq8Bxflh76PzywYET18fIyzrnlPOZ8&s,,,,,,,,,,,,,,,,,,,,,Sivasagar Sivadol,,,,,,,
277,277,277,North Eastern,Assam,Majuli,Majuli Island,River Island,Unknown,2,4.7,0,No,,Cultural,Yes,0.01,Morning,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",78.9608,23.0511,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShtW3UjRBiCWN9_vDGxqn5J7HfAGmnsMDzp2Aqz0AOlRJ303X0fjUMXLPP_A&s,,,,,,,,,,,,,,,,,,,,,Majuli Island,,,,,,,
278,278,278,North Eastern,Assam,Manas,Manas National Park,National Park,1990,3,4.6,500,No,,Wildlife,Yes,0.19,Morning,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",78.8273,23.0595,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBpPnm5f1Zd0e3bjY6lCBs4zFXweN_F_3-PlENA0a0m89WYC5lw9_aP-vlRg&s,,,,,,,,,,,,,,,,,,,,,Manas National Park,,,,,,,
279,279,279,North Eastern,Assam,Hajo,Hayagriva Madhava Temple,Temple,Unknown,1,4.5,0,No,,Religious,Yes,0.9,All,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",77.0628,23.0521,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeJeUKpE5e1rOK7cCBdUZD1EIcsnAd_Z7CMW3Fpr9PtgDgPqnbIRI96CeKLn4&s,,,,,,,,,,,,,,,,,,,,,Hayagriva Madhava Temple,,,,,,,
280,280,280,North Eastern,Assam,Guwahati,Pobitora Wildlife Sanctuary,Wildlife Sanctuary,1987,2,4.4,500,Yes,,Wildlife,Yes,0.037,All,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",77.6347,23.095,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShfzhpnMB2tzYliMhFGKx_eDUslU26B_a-iMdqGjMw8xCk3KIVnCmc5Tc7oWU&s,,,,,,,,,,,,,,,,,,,,,Pobitora Wildlife Sanctuary,,,,,,,
281,281,281,North Eastern,Arunachal Pradesh,Tawang,Tawang Monastery,Monastery,1680,2,4.7,0,No,,Religious,No,0.032,Morning,The Land of the Rising Sun with lush valleys and monasteries.,77.2945,23.0836,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTg4_lI5PfozaDaxalLFrUNA0IRkwU8vleN1HNcwrOXsYiYy--NQXVBWQCTfQ&s,,,,,,,,,,,,,,,,,,,,,Tawang Monastery,,,,,,,
282,282,282,North Eastern,Tripura,Agartala,Ujjayanta Palace,Palace,1901,1.5,4.5,10,Yes,Monday,Historical,Yes,0.035,All,Known for its palaces and diverse tribal culture.,76.358,23.052,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdGXiXNT_fo11XeiTVeWzP6Lyouj2o13g1Bu5CXwYbLabg4hCbS_3yz5d55Qg&s,,,,,,,,,,,,,,,,,,,,,Ujjayanta Palace,,,,,,,
283,283,283,North Eastern,Tripura,Dumboor,Dumboor Lake,Lake,Unknown,1,4.5,0,No,,Nature,Yes,0.01,Morning,Known for its palaces and diverse tribal culture.,76.1875,23.0593,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZljPCLw9hwwu3gWV1tuNNEMdeZiEwpH_wuHSxamvFN3u44SrLrshdFfGBvw&s,,,,,,,,,,,,,,,,,,,,,Dumboor Lake,,,,,,,
284,284,284,North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,700,1.5,4.5,20,No,,Historical,Yes,0.025,Morning,Known for its palaces and diverse tribal culture.,75.9433,23.0563,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDHNKzAduxU4KuzN6Yw03swt6l3xsJyNFcYl7TSBziaUiqR4RKJZ8U78BP-g&s,,,,,,,,,,,,,,,,,,,,,Unakoti Rock Carvings,,,,,,,
285,285,285,Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,Unknown,1.5,4.6,0,No,,Nature,Yes,0.19,Morning,"Known for its dense forests, waterfalls, and tribal culture.",75.4885,23.0671,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpRvSSCspx1gwTEAykcv9I4Qmr3-ipZTKB7VMLiaadQ3qCXm2MT6bzeAukOw&s,,,,,,,,,,,,,,,,,,,,,Chitrakote Falls,,,,,,,
286,286,286,North Eastern,Nagaland,Dzükou Valley,Dzükou Valley,Valley,Unknown,3,4.7,0,No,,Trekking,Yes,0.01,Afternoon,Famous for its tribal culture and the Hornbill Festival.,74.5383,23.0695,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgT9ZBxbUpLtu3R599bTmpot3jX9UBGPZtENCrOdS23qwfv7MdtgQ8WA099g&s,,,,,,,,,,,,,,,,,,,,,Dzükou Valley,,,,,,,
287,287,287,Southern,Puducherry,Puducherry,Promenade Beach,Beach,Unknown,1,4.5,0,Yes,,Recreational,Yes,0.09,Morning,French colonial heritage town with beaches and spiritual retreats.,76.9651,23.0711,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtuBwu_1sF6Iq3fptTRq923Cpn0yai1GARhsfge1qscatt-Q5CpYHXTqbZkw&s,,,,,,,,,,,,,,,,,,,,,Promenade Beach,,,,,,,
288,288,288,Southern,Puducherry,Auroville,Auroville,Township,1968,2,4.1,0,Yes,,Cultural,Yes,0.035,All,French colonial heritage town with beaches and spiritual retreats.,78.1752,23.0763,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBZyp0u2hEVC9XWRimku1l5hwl9OfUkDAGQhxeJszd6cu__WnPqf_68-f2jqM&s,,,,,,,,,,,,,,,,,,,,,Auroville,,,,,,,
